,Indicator Name,Indicator Code,Country Name,Country Code,Year,Value,Disaggregation
15104,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Tonga,TON,1990,21.9,
8510,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Bahrain,BHR,1990,13.6,
5192,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,New Zealand,NZL,1990,17.8,
10442,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Fiji,FJI,1990,10.3,
13256,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Nigeria,NGA,1990,0.9,
8720,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Belize,BLZ,1990,6.6,
7082,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Timor-Leste,TLS,1990,1.1,
7922,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Zimbabwe,ZWE,1990,12.9,
4604,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Mauritania,MRT,1990,6.1,
5360,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,North Macedonia,MKD,1990,16.0,
1874,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Cuba,CUB,1990,19.0,
9014,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Brunei Darussalam,BRN,1990,2.9,
1664,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,"Congo, Dem. Rep.",COD,1990,2.8,
9056,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Bulgaria,BGR,1990,13.0,
3890,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Kuwait,KWT,1990,36.1,
8048,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Albania,ALB,1990,7.9,
10526,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,France,FRA,1990,11.0,
14516,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Spain,ESP,1990,13.1,
10610,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Gambia, The",GMB,1990,1.0,
2252,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,El Salvador,SLV,1990,14.0,
11534,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Japan,JPN,1990,1.2,
2336,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Eritrea,ERI,1990,2.1,
15314,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Tuvalu,TUV,1990,24.0,
13802,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Qatar,QAT,1990,16.9,
2672,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,"Gambia, The",GMB,1990,4.3,
68,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Afghanistan,AFG,1990,1.9,
14474,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,South Africa,ZAF,1990,4.5,
9434,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chile,CHL,1990,13.0,
8468,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Bahamas, The",BHS,1990,11.3,
1328,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Cameroon,CMR,1990,5.5,
14138,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Serbia,SRB,1990,9.8,
2294,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Equatorial Guinea,GNQ,1990,4.2,
4478,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Mali,MLI,1990,3.4,
12584,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Mauritius,MUS,1990,2.2,
5654,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Paraguay,PRY,1990,10.4,
6998,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Tanzania,TZA,1990,3.5,
7670,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Uzbekistan,UZB,1990,9.0,
14012,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Sao Tome and Principe,STP,1990,1.4,
4898,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Morocco,MAR,1990,16.7,
10106,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Ecuador,ECU,1990,5.6,
7040,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Thailand,THA,1990,3.2,
11156,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Iceland,ISL,1990,12.1,
4772,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Moldova,MDA,1990,15.5,
9098,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Burkina Faso,BFA,1990,0.4,
5696,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Peru,PER,1990,14.2,
14768,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Sweden,SWE,1990,11.2,
11954,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Latvia,LVA,1990,11.8,
10652,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Georgia,GEO,1990,8.1,
13634,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Peru,PER,1990,6.4,
12626,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Mexico,MEX,1990,11.4,
3134,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Honduras,HND,1990,12.1,
4856,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Montenegro,MNE,1990,13.4,
13382,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Oman,OMN,1990,8.0,
8636,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Belarus,BLR,1990,10.2,
10232,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Equatorial Guinea,GNQ,1990,0.9,
8174,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Angola,AGO,1990,0.7,
4940,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Mozambique,MOZ,1990,3.1,
15356,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Uganda,UGA,1990,0.4,
13130,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,New Zealand,NZL,1990,14.9,
7838,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,"Yemen, Rep.",YEM,1990,8.2,
14810,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Switzerland,CHE,1990,10.1,
12668,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Micronesia, Fed. Sts.",FSM,1990,21.5,
3428,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ireland,IRL,1990,11.8,
4982,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Myanmar,MMR,1990,1.8,
8552,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Bangladesh,BGD,1990,0.3,
1244,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Cabo Verde,CPV,1990,4.9,
2210,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,"Egypt, Arab Rep.",EGY,1990,25.2,
11786,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Korea, Rep.",KOR,1990,1.2,
5822,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Portugal,PRT,1990,11.2,
11408,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Israel,ISR,1990,14.7,
8132,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Andorra,AND,1990,16.9,
14684,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,St. Vincent and the Grenadines,VCT,1990,5.1,
3764,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Kiribati,KIR,1990,32.6,
3932,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Kyrgyz Republic,KGZ,1990,8.7,
2714,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Georgia,GEO,1990,12.7,
2168,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ecuador,ECU,1990,13.2,
3974,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Lao PDR,LAO,1990,1.3,
1370,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Canada,CAN,1990,15.9,
5780,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Poland,POL,1990,16.9,
7292,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Turkiye,TUR,1990,22.7,
7796,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Vietnam,VNM,1990,0.5,
1202,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Burundi,BDI,1990,2.2,
11828,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Kuwait,KWT,1990,19.6,
13088,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Netherlands,NLD,1990,7.8,
15398,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Ukraine,UKR,1990,11.3,
8930,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Botswana,BWA,1990,1.6,
5738,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Philippines,PHL,1990,2.6,
362,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Armenia,ARM,1990,14.1,
1286,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Cambodia,KHM,1990,1.1,
6788,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Suriname,SUR,1990,21.4,
2630,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Gabon,GAB,1990,8.8,
13172,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Nicaragua,NIC,1990,7.1,
2126,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Dominican Republic,DOM,1990,16.7,
3386,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Iraq,IRQ,1990,25.3,
11324,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Iraq,IRQ,1990,11.4,
6746,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,St. Vincent and the Grenadines,VCT,1990,15.1,
4436,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Maldives,MDV,1990,2.8,
9812,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Cuba,CUB,1990,7.7,
9644,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Rep.",COG,1990,1.4,
14726,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Suriname,SUR,1990,8.2,
4814,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Mongolia,MNG,1990,11.3,
1873,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Cuba,CUB,1991,19.5,
11323,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Iraq,IRQ,1991,11.7,
3931,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Kyrgyz Republic,KGZ,1991,8.9,
6283,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Sierra Leone,SLE,1991,4.8,
1915,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Cyprus,CYP,1991,14.8,
2209,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,"Egypt, Arab Rep.",EGY,1991,25.7,
5149,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Netherlands,NLD,1991,10.5,
10441,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Fiji,FJI,1991,10.8,
9601,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Congo, Dem. Rep.",COD,1991,0.8,
6535,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,South Africa,ZAF,1991,24.8,
7081,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Timor-Leste,TLS,1991,1.1,
8341,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Australia,AUS,1991,15.2,
8677,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Belgium,BEL,1991,13.0,
13129,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,New Zealand,NZL,1991,15.4,
9055,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Bulgaria,BGR,1991,13.4,
7921,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Zimbabwe,ZWE,1991,13.4,
3889,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Kuwait,KWT,1991,36.5,
445,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Austria,AUT,1991,11.0,
655,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Barbados,BRB,1991,17.1,
14263,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Singapore,SGP,1991,2.6,
2923,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Guatemala,GTM,1991,13.0,
13255,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Nigeria,NGA,1991,0.9,
11869,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Kyrgyz Republic,KGZ,1991,5.6,
2293,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Equatorial Guinea,GNQ,1991,4.5,
6241,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Seychelles,SYC,1991,10.1,
13591,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Paraguay,PRY,1991,6.2,
5233,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Nicaragua,NIC,1991,16.1,
15691,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Venezuela, RB",VEN,1991,11.8,
11785,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Korea, Rep.",KOR,1991,1.3,
3301,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Indonesia,IDN,1991,2.0,
15859,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Zimbabwe,ZWE,1991,1.4,
4813,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Mongolia,MNG,1991,11.6,
9475,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,China,CHN,1991,0.8,
10315,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Estonia,EST,1991,11.7,
14725,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Suriname,SUR,1991,8.5,
4645,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Mauritius,MUS,1991,7.7,
12877,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Mozambique,MOZ,1991,0.8,
10609,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Gambia, The",GMB,1991,1.1,
739,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Belgium,BEL,1991,15.5,
7291,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Turkiye,TUR,1991,23.5,
1831,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Croatia,HRV,1991,16.7,
2461,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Ethiopia,ETH,1991,1.9,
4225,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Lithuania,LTU,1991,23.7,
6913,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Syrian Arab Republic,SYR,1991,20.1,
3595,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Japan,JPN,1991,1.9,
12079,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Liberia,LBR,1991,2.0,
5191,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,New Zealand,NZL,1991,18.2,
7249,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Tunisia,TUN,1991,20.2,
697,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Belarus,BLR,1991,20.2,
12289,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Malawi,MWI,1991,0.5,
13171,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Nicaragua,NIC,1991,7.4,
10189,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,El Salvador,SLV,1991,6.7,
6493,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Somalia,SOM,1991,4.3,
10231,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Equatorial Guinea,GNQ,1991,1.0,
14977,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Thailand,THA,1991,1.1,
7039,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Thailand,THA,1991,3.4,
8845,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Bolivia,BOL,1991,5.4,
4855,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Montenegro,MNE,1991,13.8,
12919,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Myanmar,MMR,1991,0.6,
2251,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,El Salvador,SLV,1991,14.5,
7753,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,"Venezuela, RB",VEN,1991,19.6,
7417,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Uganda,UGA,1991,2.5,
10987,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Guyana,GUY,1991,4.2,
3553,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Jamaica,JAM,1991,18.8,
11575,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Jordan,JOR,1991,13.1,
4897,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Morocco,MAR,1991,17.3,
2965,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Guinea,GIN,1991,3.8,
6997,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Tanzania,TZA,1991,3.7,
571,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Bahrain,BHR,1991,27.7,
9307,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Canada,CAN,1991,14.8,
4729,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,"Micronesia, Fed. Sts.",FSM,1991,35.8,
14809,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Switzerland,CHE,1991,10.7,
9433,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Chile,CHL,1991,13.4,
15817,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Zambia,ZMB,1991,1.2,
14347,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Slovenia,SVN,1991,10.0,
2041,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Djibouti,DJI,1991,11.1,
3259,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,India,IND,1991,1.4,
7879,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Zambia,ZMB,1991,5.3,
13549,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Papua New Guinea,PNG,1991,6.7,
3049,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Guyana,GUY,1991,13.5,
3637,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Jordan,JOR,1991,29.0,
3217,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Iceland,ISL,1991,13.3,
361,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Armenia,ARM,1991,14.4,
9139,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Burundi,BDI,1991,0.5,
4939,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Mozambique,MOZ,1991,3.3,
13717,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Poland,POL,1991,12.6,
5065,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Nauru,NRU,1991,56.7,
6367,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Slovak Republic,SVK,1991,14.7,
5023,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Namibia,NAM,1991,11.2,
14851,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Syrian Arab Republic,SYR,1991,8.2,
109,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Albania,ALB,1991,12.0,
6409,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Slovenia,SVN,1991,15.1,
8383,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Austria,AUT,1991,10.8,
529,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,"Bahamas, The",BHS,1991,26.5,
67,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Afghanistan,AFG,1991,2.1,
151,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Algeria,DZA,1991,18.7,
13213,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Niger,NER,1991,0.6,
3007,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Guinea-Bissau,GNB,1991,3.9,
319,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Argentina,ARG,1991,18.7,
2377,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Estonia,EST,1991,19.1,
10399,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Ethiopia,ETH,1991,0.4,
9979,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Djibouti,DJI,1991,3.8,
4981,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Myanmar,MMR,1991,1.9,
8425,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Azerbaijan,AZE,1991,6.8,
12205,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Luxembourg,LUX,1991,12.0,
13045,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Nepal,NPL,1991,0.5,
11827,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Kuwait,KWT,1991,20.1,
2125,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Dominican Republic,DOM,1991,17.2,
2083,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Dominica,DMA,1991,21.2,
10567,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Gabon,GAB,1991,2.6,
7585,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,United States,USA,1991,20.8,
13885,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Russian Federation,RUS,1991,9.5,
15775,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Yemen, Rep.",YEM,1991,3.1,
4771,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Moldova,MDA,1991,15.8,
9097,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Burkina Faso,BFA,1991,0.5,
11029,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Haiti,HTI,1991,3.9,
5107,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Nepal,NPL,1991,1.2,
7795,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Vietnam,VNM,1991,0.5,
11659,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Kenya,KEN,1991,0.7,
11281,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,"Iran, Islamic Rep.",IRN,1991,6.8,
13927,"Prevalence of obesity, male (% of male population ages 18+)",SH.STA.OB18.MA.ZS,Rwanda,RWA,1991,0.3,
403,"Prevalence of obesity, female (% of female population ages 18+)",SH.STA.OB18.FE.ZS,Australia,AUS,1991,16.2,
